"""call_number""","""unit_id""","""incident_number""","""call_type""","""call_date""","""watch_date""","""received_dttm""","""entry_dttm""","""dispatch_dttm""","""response_dttm""","""on_scene_dttm""","""transport_dttm""","""hospital_dttm""","""call_final_disposition""","""available_dttm""","""address""","""city""","""zipcode_of_incident""","""battalion""","""station_area""","""box""","""original_priority""","""priority""","""final_priority""","""als_unit""","""call_type_group""","""number_of_alarms""","""unit_type""","""unit_sequence_in_call_dispatch""","""fire_prevention_district""","""supervisor_district""","""neighborhoods_analysis_boundaries""","""rowid""","""case_location""","""data_as_of""","""data_loaded_at""",""":@computed_region_ajp5_b2md""" 
"""063170173""","""EMS6""","""06089493""","""Medical Incident""","""2006-11-13T00:00:00.000""","""2006-11-13T00:00:00.000""","""2006-11-13T11:48:42.000""","""2006-11-13T11:51:17.000""","""2006-11-13T11:51:56.000""",,"""2006-11-13T11:55:47.000""",,,"""Other""","""2006-11-13T12:23:03.000""","""MCALLISTER ST/MARKET ST""","""SF""","""94102""","""B03""","""01""","""1455""","""3""","""3""","""3""","""true""",,"""1""","""CHIEF""","""2""","""3""","""6""","""Tenderloin""","""063170173-EMS6""","""POINT (-122.4117 37.781178)""","""2024-02-05T03:27:52.000""","""2024-02-05T10:56:25.000""","""36"""
"""063150332""","""T03""","""06089103""","""Medical Incident""","""2006-11-11T00:00:00.000""","""2006-11-11T00:00:00.000""","""2006-11-11T21:52:36.000""","""2006-11-11T21:55:08.000""","""2006-11-11T21:55:15.000""",,,,,"""Other""",,"""GOLDEN GATE AVE/LEAVENWORTH ST""","""SF""","""94102""","""B02""","""01""","""1546""","""1""","""3""","""3""","""false""",,"""1""","""TRUCK""","""3""","""2""","""6""","""Tenderloin""","""063150332-T03""","""POINT (-122.413864 37.781864)""","""2024-02-05T03:27:52.000""","""2024-02-05T10:56:25.000""","""36"""
"""063130167""","""M14""","""06088359""","""Structure Fire / Smoke in Building""","""2006-11-09T00:00:00.000""","""2006-11-09T00:00:00.000""","""2006-11-09T11:48:32.000""","""2006-11-09T11:50:23.000""","""2006-11-09T11:51:22.000""","""2006-11-09T11:52:28.000""",,,"""2006-11-09T12:00:46.000""","""Other""","""2006-11-09T12:19:44.000""","""GOLDBERG LN/SACRAMENTO ST""","""SF""","""94115""","""B04""","""38""","""3544""","""3""","""3""","""3""","""true""",,"""1""","""MEDIC""","""10""","""4""","""2""","""Pacific Heights""","""063130167-M14""","""POINT (-122.43359 37.78989)""","""2024-02-05T03:27:52.000""","""2024-02-05T10:56:25.000""","""30"""
"""063250333""","""M15""","""06091869""","""Medical Incident""","""2006-11-21T00:00:00.000""","""2006-11-21T00:00:00.000""","""2006-11-21T20:20:31.000""","""2006-11-21T20:22:52.000""","""2006-11-21T20:23:01.000""","""2006-11-21T20:24:32.000""",,,,"""Other""","""2006-11-21T20:27:30.000""","""WINSTON DR/BUCKINGHAM WAY""","""SF""","""94132""","""B08""","""19""","""8853""","""2""","""2""","""2""","""true""",,"""1""","""MEDIC""","""2""","""8""","""7""","""Lakeshore""","""063250333-M15""","""POINT (-122.4787 37.72821)""","""2024-02-05T03:27:52.000""","""2024-02-05T10:56:25.000""","""16"""
"""063290117""","""A202""","""06092789""","""Medical Incident""","""2006-11-25T00:00:00.000""","""2006-11-25T00:00:00.000""","""2006-11-25T09:47:30.000""","""2006-11-25T09:48:44.000""","""2006-11-25T09:51:25.000""","""2006-11-25T09:52:18.000""",,,,"""Other""",,"""TAYLOR ST/EDDY ST""","""SF""","""94102""","""B03""","""01""","""1453""","""3""","""3""","""3""","""false""",,"""1""","""PRIVATE""","""3""","""3""","""6""","""Tenderloin""","""063290117-A202""","""POINT (-122.41095 37.78414)""","""2024-02-05T03:27:52.000""","""2024-02-05T10:56:25.000""","""36"""
"""063130163""","""85""","""06088355""","""Medical Incident""","""2006-11-09T00:00:00.000""","""2006-11-09T00:00:00.000""","""2006-11-09T11:42:30.000""","""2006-11-09T11:44:41.000""","""2006-11-09T11:45:05.000""",,,,,"""Other""","""2006-11-09T12:12:28.000""","""JONES ST/GOLDEN GATE AVE""","""SF""","""94102""","""B02""","""01""","""1546""","""2""","""2""","""2""","""true""",,"""1""","""MEDIC""","""5""","""2""","""6""","""Tenderloin""","""063130163-85""","""POINT (-122.412224 37.782074)""","""2024-02-05T03:27:52.000""","""2024-02-05T10:56:25.000""","""36"""
"""063170361""","""E07""","""06089650""","""Alarms""","""2006-11-13T00:00:00.000""","""2006-11-13T00:00:00.000""","""2006-11-13T21:43:25.000""","""2006-11-13T21:45:18.000""","""2006-11-13T21:45:24.000""","""2006-11-13T21:46:22.000""","""2006-11-13T21:48:37.000""",,,"""Other""","""2006-11-13T22:06:16.000""","""GUERRERO ST/CUMBERLAND ST""","""SF""","""94110""","""B06""","""07""","""5445""","""3""","""3""","""3""","""true""",,"""1""","""ENGINE""","""1""","""6""","""8""","""Mission""","""063170361-E07""","""POINT (-122.423615 37.759163)""","""2024-02-05T03:27:52.000""","""2024-02-05T10:56:25.000""","""20"""
"""063140077""","""T13""","""06088603""","""Alarms""","""2006-11-10T00:00:00.000""","""2006-11-09T00:00:00.000""","""2006-11-10T07:43:33.000""","""2006-11-10T07:44:14.000""","""2006-11-10T07:44:37.000""","""2006-11-10T07:46:47.000""","""2006-11-10T07:49:34.000""",,,"""Other""","""2006-11-10T07:59:09.000""","""STEUART ST/MISSION ST""","""SF""","""94105""","""B03""","""35""","""2111""","""3""","""3""","""3""","""true""",,"""1""","""TRUCK""","""1""","""3""","""3""","""Financial District/South Beach""","""063140077-T13""","""POINT (-122.39318 37.793232)""","""2024-02-05T03:27:52.000""","""2024-02-05T10:56:25.000""","""8"""
"""063220049""","""84""","""06090806""","""Medical Incident""","""2006-11-18T00:00:00.000""","""2006-11-17T00:00:00.000""","""2006-11-18T03:26:11.000""","""2006-11-18T03:29:04.000""","""2006-11-18T03:30:22.000""","""2006-11-18T03:30:44.000""","""2006-11-18T03:34:28.000""","""2006-11-18T03:55:57.000""","""2006-11-18T04:03:18.000""","""Other""","""2006-11-18T04:27:21.000""","""OFARRELL ST/LARKIN ST""","""SF""","""94109""","""B04""","""03""","""1642""","""3""","""3""","""3""","""true""",,"""1""","""MEDIC""","""2""","""2""","""6""","""Tenderloin""","""063220049-84""","""POINT (-122.4179 37.785168)""","""2024-02-05T03:27:52.000""","""2024-02-05T10:56:25.000""","""36"""
"""063190343""","""B02""","""06090205""","""Alarms""","""2006-11-15T00:00:00.000""","""2006-11-15T00:00:00.000""","""2006-11-15T20:21:06.000""","""2006-11-15T20:23:07.000""","""2006-11-15T20:23:21.000""","""2006-11-15T20:24:06.000""","""2006-11-15T20:27:45.000""",,,"""Other""","""2006-11-15T20:34:17.000""","""18TH ST/DOLORES ST""","""SF""","""94110""","""B02""","""06""","""5251""","""3""","""3""","""3""","""false""",,"""1""","""CHIEF""","""3""","""2""","""8""","""Mission""","""063190343-B02""","""POINT (-122.42608 37.76143)""","""2024-02-05T03:27:52.000""","""2024-02-05T10:56:25.000""","""5"""
"""063250172""","""E02""","""06091751""","""Medical Incident""","""2006-11-21T00:00:00.000""","""2006-11-21T00:00:00.000""","""2006-11-21T11:49:40.000""","""2006-11-21T11:49:40.000""","""2006-11-21T11:49:40.000""",,"""2006-11-21T11:49:40.000""",,,"""Other""","""2006-11-21T12:18:11.000""","""ROBERT C LEVY TUNL/BROADWAY/POWELL ST""","""SF""","""94133""","""B01""","""02""","""1353""","""2""","""2""","""2""","""false""",,"""1""","""ENGINE""","""1""","""1""","""3""","""Chinatown""","""063250172-E02""","""POINT (-122.41026 37.79742)""","""2024-02-05T03:27:52.000""","""2024-02-05T10:56:25.000""","""6"""
"""063200058""","""94""","""06090274""","""Medical Incident""","""2006-11-16T00:00:00.000""","""2006-11-15T00:00:00.000""","""2006-11-16T07:19:41.000""","""2006-11-16T07:21:50.000""","""2006-11-16T07:22:51.000""","""2006-11-16T07:23:29.000""","""2006-11-16T07:29:39.000""","""2006-11-16T07:43:02.000""","""2006-11-16T08:07:07.000""","""Code 2 Transport""","""2006-11-16T08:19:47.000""","""19TH ST/OAKWOOD ST""","""SF""","""94110""","""B06""","""07""","""5435""","""3""","""3""","""3""","""true""",,"""1""","""MEDIC""","""2""","""6""","""8""","""Mission""","""063200058-94""","""POINT (-122.424866 37.759895)""","""2024-02-05T03:27:52.000""","""2024-02-05T10:56:25.000""","""20"""
"""063240016""","""E15""","""06091358""","""Traffic Collision""","""2006-11-20T00:00:00.000""","""2006-11-19T00:00:00.000""","""2006-11-20T01:46:19.000""","""2006-11-20T01:46:19.000""","""2006-11-20T01:47:19.000""","""2006-11-20T01:49:40.000""","""2006-11-20T01:53:51.000""",,,"""No Merit""","""2006-11-20T01:55:13.000""","""HOLLOWAY AVE/ORIZABA AVE""","""SF""","""94132""","""B09""","""15""","""8434""","""3""","""3""","""3""","""true""",,"""1""","""ENGINE""","""2""","""9""","""7""","""West of Twin Peaks""","""063240016-E15""","""POINT (-122.462685 37.72169)""","""2024-02-05T03:27:52.000""","""2024-02-05T10:56:25.000""","""24"""
"""063240174""","""T15""","""06091456""","""Alarms""","""2006-11-20T00:00:00.000""","""2006-11-20T00:00:00.000""","""2006-11-20T12:28:50.000""","""2006-11-20T12:29:55.000""","""2006-11-20T12:30:02.000""","""2006-11-20T12:30:47.000""","""2006-11-20T12:35:48.000""",,,"""Other""","""2006-11-20T12:41:24.000""","""RAVENWOOD DR/MAYWOOD DR""","""SF""","""94127""","""B09""","""39""","""8527""","""3""","""3""","""3""","""false""",,"""1""","""TRUCK""","""2""","""9""","""7""","""West of Twin Peaks""","""063240174-T15""","""POINT (-122.462494 37.734806)""","""2024-02-05T03:27:52.000""","""2024-02-05T10:56:25.000""","""41"""
"""063210158""","""M12""","""06090606""","""Medical Incident""","""2006-11-17T00:00:00.000""","""2006-11-17T00:00:00.000""","""2006-11-17T11:50:09.000""","""2006-11-17T11:52:08.000""","""2006-11-17T11:52:48.000""","""2006-11-17T11:56:19.000""",,"""2006-11-17T12:21:22.000""","""2006-11-17T12:43:44.000""","""Code 2 Transport""","""2006-11-17T13:07:03.000""","""WOODSIDE AVE/IDORA AVE""","""SF""","""94131""","""B08""","""39""","""8645""","""3""","""3""","""3""","""true""",,"""1""","""MEDIC""","""2""","""8""","""7""","""Twin Peaks""","""063210158-M12""","""POINT (-122.454666 37.746105)""","""2024-02-05T03:27:52.000""","""2024-02-05T10:56:25.000""","""41"""
"""063240333""","""M13""","""06091583""","""Medical Incident""","""2006-11-20T00:00:00.000""","""2006-11-20T00:00:00.000""","""2006-11-20T19:16:33.000""","""2006-11-20T19:19:57.000""","""2006-11-20T19:21:04.000""","""2006-11-20T19:22:51.000""","""2006-11-20T19:27:06.000""",,,"""Other""","""2006-11-20T19:55:39.000""","""TAYLOR ST/NORTH POINT ST""","""SF""","""94133""","""B01""","""28""","""1433""","""3""","""3""","""3""","""true""",,"""1""","""MEDIC""","""2""","""1""","""3""","""North Beach""","""063240333-M13""","""POINT (-122.41543 37.806343)""","""2024-02-05T03:27:52.000""","""2024-02-05T10:56:25.000""","""23"""
"""063270249""","""M43""","""06092343""","""Traffic Collision""","""2006-11-23T00:00:00.000""","""2006-11-23T00:00:00.000""","""2006-11-23T16:20:48.000""","""2006-11-23T16:21:40.000""","""2006-11-23T16:22:08.000""","""2006-11-23T16:32:20.000""",,"""2006-11-23T16:53:01.000""","""2006-11-23T16:58:06.000""","""Code 2 Transport""","""2006-11-23T17:47:45.000""","""26TH ST/KANSAS ST""","""SF""","""94107""","""B10""","""09""","""2626""","""2""","""2""","""2""","""true""",,"""1""","""MEDIC""","""8""","""10""","""10""","""Bayview Hunters Point""","""063270249-M43""","""POINT (-122.40218 37.75058)""","""2024-02-05T03:27:52.000""","""2024-02-05T10:56:25.000""","""1"""
"""063210172""","""94""","""06090617""","""Medical Incident""","""2006-11-17T00:00:00.000""","""2006-11-17T00:00:00.000""","""2006-11-17T12:34:56.000""","""2006-11-17T12:36:54.000""","""2006-11-17T12:37:45.000""","""2006-11-17T12:39:22.000""","""2006-11-17T12:49:17.000""","""2006-11-17T13:05:14.000""","""2006-11-17T13:19:52.000""","""Code 2 Transport""","""2006-11-17T13:45:16.000""","""TERRY A FRANCOIS BLVD/MISSION ROCK ST""","""SF""","""94158""","""B03""","""08""","""2166""","""1""","""1""","""2""","""true""",,"""1""","""MEDIC""","""1""","""3""","""6""","""Mission Bay""","""063210172-94""","""POINT (-122.38729 37.77307)""","""2024-02-05T03:27:52.000""","""2024-02-05T10:56:25.000""","""4"""
"""063180260""","""87""","""06089859""","""Medical Incident""","""2006-11-14T00:00:00.000""","""2006-11-14T00:00:00.000""","""2006-11-14T15:26:52.000""","""2006-11-14T15:28:39.000""","""2006-11-14T15:28:49.000""","""2006-11-14T15:29:20.000""","""2006-11-14T15:35:10.000""","""2006-11-14T15:44:48.000""","""2006-11-14T16:05:41.000""","""Code 2 Transport""","""2006-11-14T16:31:05.000""","""ELLIS ST/END""","""SF""","""94109""","""B02""","""03""","""1555""","""3""","""3""","""3""","""true""",,"""1""","""MEDIC""","""2""","""2""","""6""","""Tenderloin""","""063180260-87""","""POINT (-122.41478 37.784615)""","""2024-02-05T03:27:52.000""","""2024-02-05T10:56:25.000""","""36"""
"""063180317""","""E06""","""06089905""","""Alarms""","""2006-11-14T00:00:00.000""","""2006-11-14T00:00:00.000""","""2006-11-14T18:37:06.000""","""2006-11-14T18:38:24.000""","""2006-11-14T18:38:37.000""","""2006-11-14T18:39:46.000""","""2006-11-14T18:42:01.000""",,,"""Other""","""2006-11-14T18:48:42.000""","""STEINER ST/HAIGHT ST""","""SF""","""94117""","""B05""","""06""","""3633""","""3""","""3""","""3""","""true""",,"""1""","""ENGINE""","""1""","""5""","""5""","""Haight Ashbury""","""063180317-E06""","""POINT (-122.43209 37.771896)""","""2024-02-05T03:27:52.000""","""2024-02-05T10:56:25.000""","""9"""
"""063240242""","""M38""","""06091503""","""Medical Incident""","""2006-11-20T00:00:00.000""","""2006-11-20T00:00:00.000""","""2006-11-20T14:51:05.000""","""2006-11-20T14:53:45.000""","""2006-11-20T14:54:27.000""","""2006-11-20T14:55:05.000""","""2006-11-20T14:58:25.000""","""2006-11-20T15:34:53.000""","""2006-11-20T15:58:12.000""","""Code 2 Transport""","""2006-11-20T16:13:52.000""","""FILLMORE ST/GOLDEN GATE AVE""","""SF""","""94115""","""B05""","""05""","""3534""","""3""","""3""","""3""","""true""",,"""1""","""MEDIC""","""2""","""5""","""5""","""Western Addition""","""063240242-M38""","""POINT (-122.43195 37.779564)""","""2024-02-05T03:27:52.000""","""2024-02-05T10:56:25.000""","""39"""
"""063230217""","""M09""","""06091242""","""Medical Incident""","""2006-11-19T00:00:00.000""","""2006-11-19T00:00:00.000""","""2006-11-19T15:43:44.000""","""2006-11-19T15:45:42.000""","""2006-11-19T15:46:01.000""","""2006-11-19T15:47:22.000""","""2006-11-19T15:51:01.000""","""2006-11-19T16:06:10.000""","""2006-11-19T16:26:28.000""","""Code 2 Transport""","""2006-11-19T16:34:05.000""","""ELMIRA ST/AUGUSTA ST""","""SF""","""94124""","""B10""","""42""","""6364""","""3""","""3""","""3""","""true""",,"""1""","""MEDIC""","""2""","""10""","""10""","""Bayview Hunters Point""","""063230217-M09""","""POINT (-122.40358 37.7344)""","""2024-02-05T03:27:52.000""","""2024-02-05T10:56:25.000""","""1"""
"""063170290""","""E23""","""06089588""","""Structure Fire / Smoke in Building""","""2006-11-13T00:00:00.000""","""2006-11-13T00:00:00.000""","""2006-11-13T17:24:30.000""","""2006-11-13T17:25:35.000""","""2006-11-13T17:25:43.000""","""2006-11-13T17:27:10.000""","""2006-11-13T17:29:01.000""",,,"""Other""","""2006-11-13T17:37:19.000""","""47TH AVE/LINCOLN WAY""","""SF""","""94122""","""B08""","""23""","""7721""","""3""","""3""","""3""","""false""",,"""1""","""ENGINE""","""1""","""8""","""1""","""Golden Gate Park""","""063170290-E23""","""POINT (-122.50726 37.764114)""","""2024-02-05T03:27:52.000""","""2024-02-05T10:56:25.000""","""35"""
"""063260006""","""E23""","""06091915""","""Medical Incident""","""2006-11-22T00:00:00.000""","""2006-11-21T00:00:00.000""","""2006-11-22T00:50:34.000""","""2006-11-22T00:50:39.000""","""2006-11-22T00:51:01.000""",,"""2006-11-22T00:52:06.000""",,,"""Other""","""2006-11-22T01:01:45.000""","""45TH AVE/JUDAH ST""","""SF""","""94122""","""B08""","""23""","""7655""","""3""","""3""","""3""","""false""",,"""1""","""ENGINE""","""1""","""8""","""4""","""Sunset/Parkside""","""063260006-E23""","""POINT (-122.50486 37.76047)""","""2024-02-05T03:27:52.000""","""2024-02-05T10:56:25.000""","""35"""
"""063220112""","""E16""","""06090849""","""Traffic Collision""","""2006-11-18T00:00:00.000""","""2006-11-18T00:00:00.000""","""2006-11-18T08:49:21.000""","""2006-11-18T08:49:53.000""","""2006-11-18T08:50:55.000""","""2006-11-18T08:52:28.000""","""2006-11-18T08:55:55.000""",,,"""Other""","""2006-11-18T09:05:02.000""","""FILBERT ST/VAN NESS AVE""","""SF""","""94109""","""B04""","""16""","""3146""","""2""","""2""","""2""","""true""",,"""1""","""ENGINE""","""1""","""4""","""2""","""Russian Hill""","""063220112-E16""","""POINT (-122.42417 37.799484)""","""2024-02-05T03:27:52.000""","""2024-02-05T10:56:25.000""","""32"""
"""063130298""","""E18""","""06088454""","""Alarms""","""2006-11-09T00:00:00.000""","""2006-11-09T00:00:00.000""","""2006-11-09T17:12:23.000""","""2006-11-09T17:14:21.000""","""2006-11-09T17:14:33.000""","""2006-11-09T17:15:52.000""","""2006-11-09T17:16:26.000""",,,"""Other""","""2006-11-09T17:25:01.000""","""VICENTE ST/29TH AVE""","""SF""","""94116""","""B08""","""18""","""7523""","""3""","""3""","""3""","""true""",,"""1""","""ENGINE""","""1""","""8""","""4""","""Sunset/Parkside""","""063130298-E18""","""POINT (-122.48614 37.738853)""","""2024-02-05T03:27:52.000""","""2024-02-05T10:56:25.000""","""35"""
"""063270149""","""M39""","""06092265""","""Medical Incident""","""2006-11-23T00:00:00.000""","""2006-11-23T00:00:00.000""","""2006-11-23T11:30:12.000""","""2006-11-23T11:32:21.000""","""2006-11-23T11:32:36.000""","""2006-11-23T11:33:31.000""","""2006-11-23T11:38:07.000""",,,"""Medical Examiner""","""2006-11-23T12:40:30.000""","""DIAMOND HEIGHTS BLVD/DUNCAN ST""","""SF""","""94131""","""B06""","""26""","""8163""","""3""","""3""","""3""","""true""",,"""1""","""MEDIC""","""3""","""6""","""8""","""Noe Valley""","""063270149-M39""","""POINT (-122.44009 37.745296)""","""2024-02-05T03:27:52.000""","""2024-02-05T10:56:25.000""","""22"""
"""063250029""","""E32""","""06091654""","""Medical Incident""","""2006-11-21T00:00:00.000""","""2006-11-20T00:00:00.000""","""2006-11-21T02:56:12.000""","""2006-11-21T02:57:38.000""","""2006-11-21T02:57:59.000""","""2006-11-21T02:59:58.000""","""2006-11-21T03:01:29.000""",,,"""Other""","""2006-11-21T03:05:56.000""","""BOSWORTH ST/CUVIER ST""","""SF""","""94112""","""B06""","""32""","""5633""","""3""","""3""","""3""","""false""",,"""1""","""ENGINE""","""1""","""6""","""8""","""Outer Mission""","""063250029-E32""","""POINT (-122.42856 37.733475)""","""2024-02-05T03:27:52.000""","""2024-02-05T10:56:25.000""","""28"""
"""063130149""","""M12""","""06088343""","""Structure Fire / Smoke in Building""","""2006-11-09T00:00:00.000""","""2006-11-09T00:00:00.000""","""2006-11-09T11:25:10.000""","""2006-11-09T11:25:10.000""","""2006-11-09T11:25:18.000""","""2006-11-09T11:28:34.000""","""2006-11-09T11:36:21.000""","""2006-11-09T11:48:49.000""","""2006-11-09T11:58:35.000""","""Code 2 Transport""","""2006-11-09T12:14:13.000""","""SOUTH VAN NESS AVE/21ST ST""","""SF""","""94110""","""B06""","""07""","""5455""","""3""","""3""","""3""","""true""",,"""1""","""MEDIC""","""3""","""6""","""9""","""Mission""","""063130149-M12""","""POINT (-122.41672 37.757168)""","""2024-02-05T03:27:52.000""","""2024-02-05T10:56:25.000""","""20"""
"""063280123""","""93""","""06092527""","""Medical Incident""","""2006-11-24T00:00:00.000""","""2006-11-24T00:00:00.000""","""2006-11-24T11:09:08.000""","""2006-11-24T11:11:26.000""","""2006-11-24T11:11:58.000""",,"""2006-11-24T11:12:24.000""","""2006-11-24T11:45:25.000""",,"""Code 2 Transport""","""2006-11-24T12:33:28.000""","""VAN NESS AVE/BAY ST""","""SF""","""94109""","""B04""","""16""","""3144""","""1""","""1""","""2""","""true""",,"""1""","""MEDIC""","""1""","""1""","""2""","""Russian Hill""","""063280123-93""","""POINT (-122.42511 37.804146)""","""2024-02-05T03:27:52.000""","""2024-02-05T10:56:25.000""","""32"""
"""063180238""","""92""","""06089840""","""Medical Incident""","""2006-11-14T00:00:00.000""","""2006-11-14T00:00:00.000""","""2006-11-14T13:58:12.000""","""2006-11-14T13:59:07.000""","""2006-11-14T13:59:33.000""",,"""2006-11-14T14:01:38.000""",,,"""Patient Declined Transport""","""2006-11-14T14:27:32.000""","""LEAVENWORTH ST/TURK ST""","""SF""","""94102""","""B03""","""01""","""1456""","""3""","""3""","""3""","""true""",,"""1""","""MEDIC""","""1""","""2""","""6""","""Tenderloin""","""063180238-92""","""POINT (-122.414055 37.782795)""","""2024-02-05T03:27:52.000""","""2024-02-05T10:56:25.000""","""36"""
